Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
03/22/2016,09:02:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,BEACH DRIVE AT CEDAR LANE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,TOYT,PRIUS,GRAY,Citation,21-202(h1),Transportation Article,No,WHITE,F,KENSINGTON,MD,MD,A - Marked Patrol,
03/22/2016,08:39:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 68 MPH IN A POSTED 40 MPH ZONE,RT 29 NB / PAINT BRANCH BRIDGE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,TOYOTA,SUV,RED,Citation,21-801.1,Transportation Article,No,HISPANIC,M,CATONSVILLE,MD,MD,Q - Marked Laser,
03/22/2016,08:19:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 52 MPH IN A POSTED 30 MPH ZONE,TIDEWATER CT / RT 97,,,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2005,VOLV,SW,WHITE,Citation,21-801.1,Transportation Article,No,ASIAN,F,BROOKEVILLE,MD,MD,B - Unmarked Patrol,
03/22/2016,19:01:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,FREDERICK RD AND GARDNER PL,39.174335,-77.2371466667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,HONDA,ACCORD,RED,Warning,21-801.1,Transportation Article,No,HISPANIC,F,GERMANTOWN,MD,MD,Q - Marked Laser,"(39.174335, -77.2371466666667)"
03/22/2016,08:28:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,TIDEWATER CT / RT 97,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,HYUN,4S,SILVER,Warning,21-801.1,Transportation Article,No,WHITE,F,OLNEY,MD,MD,B - Unmarked Patrol,
03/22/2016,08:52:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,TIDEWATER CT / RT 97,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,MERCEDES,SU,GRAY,Warning,21-801.1,Transportation Article,No,OTHER,F,BROOKEVILLE,MD,MD,H - Unmarked Moving Radar (Stationary),
03/22/2016,09:00:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,TIDEWATER CT / RT 97,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,FORD,SU,BLACK,Warning,21-801.1,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,O - Foot Patrol,
03/22/2016,09:07:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,TIDEWATER CT / RT 97,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,GMC,TK,WHITE,Warning,21-801.1,Transportation Article,No,WHITE,M,BRINKLOW,MD,MD,B - Unmarked Patrol,
03/22/2016,16:23:00,MCP,"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,REDLAND RD @ RT355,,,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2014,HONDA,SUV,BLACK,Warning,21-201(a1),Transportation Article,No,BLACK,F,BURTONSVILLE,MD,MD,A - Marked Patrol,
03/22/2016,16:53:00,MCP,"1st district, Rockville",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,RT 355 @ REDLAND RD,,,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2010,CHEV,SU,GRAY,Warning,21-1124.2(d2),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,
03/22/2016,13:45:00,MCP,"2nd district, Bethesda",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,9812 FALLS ROAD,39.0175516667,-77.2108016667,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2010,LNDR,SPORT HSE,BLACK,Warning,21-1124.2(d2),Transportation Article,No,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,"(39.0175516666667, -77.2108016666667)"
03/22/2016,17:04:00,MCP,"5th district, Germantown",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,118/270,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,CHEVY,MALIBU,BLACK,Warning,13-411(d),Transportation Article,No,BLACK,M,DAMASCUS,MD,MD,A - Marked Patrol,
03/22/2016,22:57:00,MCP,"4th district, Wheaton",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,SB GEORGIA AVE / EMORY CHURCH ROAD,39.1304,-77.0712983333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,SUBA,4S,BLUE,Warning,22-406(i1),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1304, -77.0712983333333)"
03/22/2016,00:05:00,MCP,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,EAST BOUND EAST WEST HWY/ EDGEVALE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,HONDA,CIVIC,GRAY,Warning,21-801.1,Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,Q - Marked Laser,
03/22/2016,15:45:00,MCP,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,WEST BOUND EAST WEST HWY BEFORE CHELTON,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,HONDA,ACCORD,GRAY,Warning,21-801.1,Transportation Article,No,WHITE,F,CHEVY CHASE,MD,MD,Q - Marked Laser,
03/22/2016,16:02:00,MCP,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 25 MPH,WEST BOUND EAST WEST HWY BEFORE CHELTON,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,HONDA,ACCORD,SILVER,Warning,21-801.1,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,Q - Marked Laser,
03/22/2016,17:06:00,MCP,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,WEST BOUND EAST WEST HWY BEFORE CHELTON,,,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2009,AUDI,SUV,BLACK,Warning,21-801.1,Transportation Article,No,BLACK,F,WASHINGTON,DC,DC,Q - Marked Laser,
03/22/2016,17:33:00,MCP,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,WEST BOUND EAST WEST HWY BEFORE CHELTON,,,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2010,HONDA,ACCORD,SILVER,Warning,21-801.1,Transportation Article,No,HISPANIC,F,LANHAM,MD,MD,Q - Marked Laser,
03/22/2016,18:07:00,MCP,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 25 MPH,WEST BOUND EAST WEST HWY BEFORE CHELTON,,,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2015,CHEVY,MALIBU,WHITE,Warning,21-801.1,Transportation Article,No,WHITE,M,GREAT FALLS,VA,VA,Q - Marked Laser,
03/22/2016,18:07:00,MCP,"2nd district, Bethesda",DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT,WEST BOUND EAST WEST HWY BEFORE CHELTON,,,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2015,CHEVY,MALIBU,WHITE,Warning,21-310(a),Transportation Article,No,WHITE,M,GREAT FALLS,VA,VA,Q - Marked Laser,
03/22/2016,18:11:00,MCP,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,WEST BOUND EAST WEST HWY BEFORE CHELTON,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,HONDA,ACCORD,SILVER,Warning,21-801.1,Transportation Article,No,OTHER,M,COLLEGE PARK,MD,MD,Q - Marked Laser,
03/22/2016,18:16:00,MCP,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,WEST BOUND EAST WEST HWY BEFORE CHELTON,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYOTA,PRIUS,SILVER,Warning,21-801.1,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,Q - Marked Laser,
03/22/2016,18:24:00,MCP,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,WEST BOUND EAST WEST HWY BEFORE CHELTON,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,HYUNDAI,ELANTRA,BLACK,Warning,21-801.1,Transportation Article,No,WHITE,M,CHEVY CHASE,MD,MD,Q - Marked Laser,
03/22/2016,22:21:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,PLYERS MILL RD AT LEXINGTON ST,,,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2003,HONDA,4D,BLACK,Warning,21-201(a1),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,
03/22/2016,22:21:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO STOP AT STOP SIGN LINE,PLYERS MILL RD AT LEXINGTON ST,,,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2003,HONDA,4D,BLACK,Warning,21-707(a),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,
03/22/2016,22:21:00,MCP,"2nd district, Bethesda",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,PLYERS MILL RD AT LEXINGTON ST,,,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2003,HONDA,4D,BLACK,Warning,13-409(b),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,
03/22/2016,22:34:00,MCP,"2nd district, Bethesda",FAILURE TO STOP AT STOP SIGN,PLYERS MILL RD AT LEXINGTON ST,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,TOYT,4S,SILVER,Warning,21-707(a),Transportation Article,No,OTHER,M,KENSINGTON,MD,MD,A - Marked Patrol,
03/22/2016,22:34:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,PLYERS MILL RD AT LEXINGTON ST,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,TOYT,4S,SILVER,Warning,21-201(a1),Transportation Article,No,OTHER,M,KENSINGTON,MD,MD,A - Marked Patrol,
03/22/2016,22:34:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO STOP AT STOP SIGN LINE,PLYERS MILL RD AT LEXINGTON ST,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,TOYT,4S,SILVER,Warning,21-707(a),Transportation Article,No,OTHER,M,KENSINGTON,MD,MD,A - Marked Patrol,
03/21/2016,18:10:00,MCP,"4th district, Wheaton",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,E/B RANDOLPH ROAD @ LIVINGSTON STREET,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,FORD,EXPLORER P/U,GREEN,Citation,16-101(a),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,
03/21/2016,18:10:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,E/B RANDOLPH ROAD @ LIVINGSTON STREET,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,FORD,EXPLORER P/U,GREEN,Citation,16-303(c),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,
03/21/2016,18:10:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 27-103,E/B RANDOLPH ROAD @ LIVINGSTON STREET,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,FORD,EXPLORER P/U,GREEN,Citation,16-303(h),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,
03/21/2016,22:09:00,MCP,"4th district, Wheaton",DRIVING UNSAFE VEH. ON HWY.,PRICHARD RD AT DAYTON ST,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,NISSAN,ALTIMA,GOLD,Warning,22-101(a),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,
03/21/2016,22:09:00,MCP,"4th district, Wheaton",FAILURE TO EQUIP MOTOR VEH. WITH ADEQUATE VISION REAR VIEW MIRROR,PRICHARD RD AT DAYTON ST,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,NISSAN,ALTIMA,GOLD,Warning,22-403(a),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,
03/21/2016,22:09:00,MCP,"4th district, Wheaton",VEH. HWY. OPERATION WITH INADEQUATE REAR RED LIGHT REFLECTOR,PRICHARD RD AT DAYTON ST,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,NISSAN,ALTIMA,GOLD,Warning,22-210(c),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,
03/21/2016,15:51:00,MCP,"4th district, Wheaton","DRIVER WRITING,SENDING A TEXT,ELECTRONIC MSG. WHILE OPER. VEH. IN TRAVEL PORTION OF HWY",UNIVERSITY BLVD @ REEDIE DR,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,HONDA,CIVIC,BLUE,Warning,21-1124.1(b),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,
03/21/2016,23:26:00,MCP,"2nd district, Bethesda",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,EAST BOUND EAST WEST HWY/ PEARL,,,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2002,MITSU,MONTERO,BLACK,Warning,22-226(a),Transportation Article,No,WHITE,M,WASHINGTON,DC,DC,A - Marked Patrol,
03/21/2016,23:26:00,MCP,"2nd district, Bethesda",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,EAST BOUND EAST WEST HWY/ PEARL,,,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2002,MITSU,MONTERO,BLACK,Warning,22-204(f),Transportation Article,No,WHITE,M,WASHINGTON,DC,DC,A - Marked Patrol,
03/21/2016,23:17:00,MCP,"3rd district, Silver Spring",DRIVING UNSAFE VEH. ON HWY.,N/B COLUMBIA PIKE @ BRIGGS CHANEY RD,39.095035,-76.938195,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,DODGE,NEON,RED,Warning,22-101(a),Transportation Article,No,BLACK,F,LAUREL,MD,MD,A - Marked Patrol,"(39.095035, -76.938195)"
03/21/2016,23:07:00,MCP,"5th district, Germantown",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,CLOPPER RD/GERMANTOWN RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,JEEP,TK,BROWN,Warning,21-204(b),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,
03/21/2016,22:48:00,MCP,"2nd district, Bethesda",FAILURE TO STOP AT STOP SIGN,HOWARD AVE/ SUMMIT AVE,38.9795866667,-77.0975633333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,ACURA,MDX,BLUE,Warning,21-707(a),Transportation Article,No,BLACK,M,KENSINGTON,MD,MD,A - Marked Patrol,"(38.9795866666667, -77.0975633333333)"
03/22/2016,09:50:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,EAST WEST HWY @ 16TH ST,,,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2002,VOLKS,JETTA,BLACK,Warning,13-409(b),Transportation Article,No,BLACK,F,SILVER SPRING,MD,DC,A - Marked Patrol,
03/22/2016,09:50:00,MCP,"3rd district, Silver Spring",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,EAST WEST HWY @ 16TH ST,,,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2002,VOLKS,JETTA,BLACK,Warning,13-401(b1),Transportation Article,No,BLACK,F,SILVER SPRING,MD,DC,A - Marked Patrol,
03/22/2016,10:20:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,8110 GEORGIA AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,JEEP,TK,GOLD,Warning,16-112(c),Transportation Article,No,BLACK,M,TAKOMA PARK,MD,MD,A - Marked Patrol,
03/22/2016,10:20:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,8110 GEORGIA AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,JEEP,TK,GOLD,Warning,13-401(h),Transportation Article,No,BLACK,M,TAKOMA PARK,MD,MD,A - Marked Patrol,
03/22/2016,09:50:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,EAST WEST HWY @ 16TH ST,,,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2002,VOLKS,JETTA,BLACK,Citation,13-411(f),Transportation Article,No,BLACK,F,SILVER SPRING,MD,DC,A - Marked Patrol,
03/22/2016,01:16:00,MCP,"5th district, Germantown",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,MIDDLEBROOK RD/GREAT SENECA HWY,,,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2015,CHEVROLET,IMPALA,BROWN,Citation,16-112(c),Transportation Article,No,BLACK,M,WASHINGTON,DC,GA,A - Marked Patrol,
03/22/2016,00:02:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED: 74 MPH IN A POSTED 65 MPH ZONE,270 @ CLARKSBURG RD,39.236945,-77.289925,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,TOYOTA,LAND CRUISER,WHITE,Citation,21-801.1,Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,B - Unmarked Patrol,"(39.236945, -77.289925)"
03/22/2016,01:16:00,MCP,"5th district, Germantown",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,MIDDLEBROOK RD/GREAT SENECA HWY,,,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2015,CHEVROLET,IMPALA,BROWN,Warning,21-204(b),Transportation Article,No,BLACK,M,WASHINGTON,DC,GA,A - Marked Patrol,
03/22/2016,01:53:00,MCP,"5th district, Germantown",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,MIDDLEBROOK RD/GREAT SENECA HWY,,,No,No,No,No,No,Yes,No,No,No,No,NJ,02 - Automobile,2011,INFINITI,M37X,GRAY,Warning,21-204(b),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,
03/22/2016,19:56:00,MCP,"5th district, Germantown",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,CRYSTAL ROCK DR / WATERS LANDING DR,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,NISSAN,MURANO,BLACK,Warning,13-409(b),Transportation Article,No,WHITE,M,NORTH POTOMAC,MD,MD,A - Marked Patrol,
03/22/2016,19:56:00,MCP,"5th district, Germantown","DRIVER WRITING,SENDING,READING A TEXT,ELECTRONIC MSG. WHILE OPER. VEH. IN TRAVEL PORTION OF HWY",CRYSTAL ROCK DR / WATERS LANDING DR,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,NISSAN,MURANO,BLACK,Warning,21-1124.1(b),Transportation Article,No,WHITE,M,NORTH POTOMAC,MD,MD,A - Marked Patrol,
03/22/2016,09:07:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,WELLER RD @ GOODHILL RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYOTA,4S,TAN,Warning,21-707(a),Transportation Article,No,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,
06/06/2016,11:09:00,MCP,"4th district, Wheaton",STOP LIGHTS (*),OLNEY-SANDY SPRING RD @ GEORGIA AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,FORD,TK,RED,ESERO,64*,,No,HISPANIC,M,HOUSTON,TX,TX,A - Marked Patrol,
06/06/2016,14:25:00,MCP,"3rd district, Silver Spring",STOP LIGHTS (*),BRIGGS CHANEY RD / OLD COLUMBIA PIKE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,DODG,NEON,BLACK,ESERO,64*,,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,
06/06/2016,20:27:00,MCP,"3rd district, Silver Spring",STOP LIGHTS (*),BRIGGS CHANEY AT OUTLET DRIVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CHRY,VN,WHITE,ESERO,64*,,No,BLACK,F,BURTONSVILLE,MD,MD,A - Marked Patrol,
06/06/2016,23:18:00,MCP,"5th district, Germantown",TAILLIGHTS (*),GERMANTOWN RD / BLUNT RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,NISSAN,MURANO,BLACK,ESERO,56*,,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
06/06/2016,23:18:00,MCP,"5th district, Germantown",TAG LIGHTS (*),GERMANTOWN RD / BLUNT RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,NISSAN,MURANO,BLACK,ESERO,65*,,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
03/23/2016,23:44:00,MCP,"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,E GUDE DR AT CRABBS BRANCH WAY,,,No,No,No,No,No,No,No,No,No,No,IN,02 - Automobile,2000,FORD,TAURUS,SILVER,Citation,21-201(a1),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,IN,A - Marked Patrol,
03/23/2016,07:38:00,MCP,"2nd district, Bethesda",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,POOKS HILL RD/LINDEN AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,INFINITI,G37,GRAY,Citation,13-411(a),Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,
03/23/2016,21:51:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,"ENNALS AVE @ GRANDVIEW AVE., WHEATON",39.0587233333,-77.048375,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,CHEVY,TRK,SILVER,Citation,21-707(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0587233333333, -77.048375)"
03/23/2016,08:13:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 67 MPH IN A POSTED 50 MPH ZONE,RT 29 NB / PAINT BRANCH BRIDGE,,,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2008,SUBA,SW,GOLD,Citation,21-801.1,Transportation Article,No,WHITE,F,RESTON,VA,VA,Q - Marked Laser,
03/23/2016,08:32:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 69 MPH IN A POSTED 50 MPH ZONE,RT 29 NB / CHERRY HILL RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HOND,VN,GREEN,Citation,21-801.1,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,Q - Marked Laser,
03/23/2016,08:40:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 73 MPH IN A POSTED 55 MPH ZONE,RT 29 NB / BRIGGS CHANEY RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,HOND,4S,RED,Citation,21-801.1,Transportation Article,No,HISPANIC,F,COLUMBIA,MD,MD,Q - Marked Laser,
03/23/2016,09:08:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 74 MPH IN A POSTED 55 MPH ZONE,RT 29 NB / GREENCASTLE RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,HYUN,4S,BLUE,Citation,21-801.1,Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,Q - Marked Laser,
03/23/2016,07:57:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 52 MPH IN A POSTED 30 MPH ZONE,TIDEWATER CT / RT 97,,,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2005,MERCEDES,CN,BLACK,Citation,21-801.1,Transportation Article,No,WHITE,F,OLNEY,MD,MD,H - Unmarked Moving Radar (Stationary),
03/23/2016,08:16:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 30 MPH ZONE,TIDEWATER CT / RT 97,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,HONDA,4S,SILVER,Citation,21-801.1,Transportation Article,No,WHITE,F,BROOKEVILLE,MD,MD,H - Unmarked Moving Radar (Stationary),
03/23/2016,08:30:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 46 MPH IN A POSTED 30 MPH ZONE,TIDEWATER CT / RT 97,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,HONDA,4S,GRAY,Citation,21-801.1,Transportation Article,No,BLACK,M,CLARKSVILLE,MD,MD,H - Unmarked Moving Radar (Stationary),
03/23/2016,08:52:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 46 MPH IN A POSTED 30 MPH ZONE,TIDEWATER CT / RT 97,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,NISSAN,SU,GREEN,Citation,21-801.1,Transportation Article,No,ASIAN,F,OLNEY,MD,MD,H - Unmarked Moving Radar (Stationary),
03/23/2016,09:04:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 46 MPH IN A POSTED 30 MPH ZONE,TIDEWATER CT / RT 97,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,HYUN,TK,BLACK,Citation,21-801.1,Transportation Article,No,ASIAN,F,OLNEY,MD,MD,H - Unmarked Moving Radar (Stationary),
